Organization,Address,Reviewer,Review Title,Review,Review Count,Helpful Count,Restaurant Count,Location,Rating Date,Rating
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Thomas L,Good food  typical service,Food is good. Service is what you might expect from a large Asian restaurant.... No fussing about  just eat your food !!!,1,1,0,Sydney  New South Wales,4 weeks ago,3
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,j8761,Poorest service that i had ever experienced in any China town!,Poorest service that i had ever experienced in any China town! Not recommend though the food is fine.,5,2,4,Sydney  New South Wales,27 December 2015,1
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Simon W,Service non existent,I don't like writing bad reviews but I have never been so poorly looked after in my life the service was bad beyond belief several times we were just completely ignored the worst run front of house I have seen food wasn't bad but took forever to arrive you guys need to do something about your management,108,34,33,Sydney  New South Wales,26 December 2015,2
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,ow_randwick,Great Atmosphere  Authentic Flavours,Definitely one of the bigger menus I've seen at a Chinese restaurant in Sydney. Lots of choice  lots of flavor and well priced. When ordering the Peking Duck make sure you ask for someone that's previously been trained (as they often have their newbies cutting the duck and leave too much meat on the skin).,3,2,0,Sydney  New South Wales,21 December 2015,4
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,AHJH06,Another Chinese Icon Restaurant Going Downhill,We could understand with a wedding banquet and show in Entertainment Centre the restaurant was packed at Saturday night. We did make a booking for 6 but was told by front reception desk that there was no table but actually there were several tables available. After seated we waited for over 15 mins with no service and not even given...   More,1,0,0,,20 December 2015,1
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,WavertonBelle,Some things good  some things bad,Good dim sim  and beef chilli dish  really bad sweet sour pork  average fried rice  and the other items we tried were also pretty much average. Good mochi balls as dessert  but that's not so difficult. Would not come back though.,17,13,12,Sydney  Australia,November 28  2015,3
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Oliver R,Fawlty Towers alive and well in Chinatown,I would have to say this was the worst restaurant experience of my life. Five of us booked last Monday prior to attending Hugh Jackman's show at the Entertainment Centre. I have dined at East Ocean many times over the years  and whilst it was never brilliant  it was always reliable. This is no longer the case. The restaurant was...   More,58,29,50,Sydney  New South Wales,December 3  2015,1
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,fisham,Some things good  some things bad,Good dim sim  and beef chilli dish  really bad sweet sour pork  average fried rice  and the other items we tried were also pretty much average. Good mochi balls as dessert  but that's not so difficult. Would not come back though.,56,56,25,Sydney  New South Wales,November 28  2015,3
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Axelrod608,unusual food in Sydney,We had an interesting meal at East Ocean restaurant. Though the space is not in the least charming  large open space with dated decorations seemingly designed for large wedding dinners none the less getting beyond the decor  the food was quite good. They have a number of menus which was quite confusing (dumpling menu signature menu fish menu) but we finally found...   More,34,10,33,Sydney  New South Wales,November 7  2015,3
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Julie1958594,Wonderful compared to the competition,If you're in the Chinatown/Paddys Market area of Sydney there are Asian restaurants galore with some of the least wonderful food. Many have outside seating so you pay for that rather than for good food. We stumbled into East Ocean Restaurant and got the best Asian food of our entire trip. They have linen tablecloths and napkins  an extensive menu...   More,76,16,50,Blacktown  Greater Sydney,October 31  2015,4
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Birt1964,Rude staff ordinary food,This place used to be good but my recent experience was rude service and ordinary food. There are much better places elsewhere .,226,97,138,Sydney  New South Wales,October 31  2015,2
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Lina W,Great food and friendly staff,This is a big restaurant and I am sure it is a buzz for yum cha as it seats a lot of people. I came for dinner and was very happy. The prawn dumplings  spring rolls  tofu and duck dishes were all delicious. As it was not busy kiddies were walking around making new friends and were so cute and...   More,1,0,0,Sydney  New South Wales,October 23  2015,4
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Sandra12blue,Extra charge for condiment,Yum cha is average  what a ripper  first  the woman on the cashier charged for the tea as usual  we didn't have  coke for $4.50 and condiment $1.50 each person  which i just realised my daughter didn't get any. Poor service  not ever come back.,46,40,12,Sydney  New South Wales,October 18  2015,2
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,MeyHo,Splendid,East Ocean is by far our first pick for Asian food. I love the fact its in the middle of China Town. Everything we have eaten here is spectacular. One of my favourite dishes is Pipis in XO sauce. They also have daily yum cha from 9am - 3pm. Its an absolute pleasure to eat here every time. X,26,18,11,Sydney  New South Wales,October 10  2015,5
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Saintjoan2001,Average food but pricy,I went to this restaurant in Singapore and Hong Kong  the food are normal  not to the very great level. In Australia  this restaurant slightly below my expectation  i would prefer another Chinese restaurant nearby. You may search my review for the Chinese restaurant i highly recommended.,353,61,119,Sydney  New South Wales,September 30  2015,3
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,audist,Dissapointing and overpriced,Dissapointing maybe because we wernt chinese?And we couldnt afford to get into the live fish or crabs!,157,102,93,Bateau Bay  Australia,September 15  2015,3
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Yi Z,Many Better Yum Cha restaurants in the area,You are in Chinatown and kind of expect all of the Yum Cha offerings to be decent right ? Wrong ! We were cruising around Chinatown around 10.45am and wondered up to the Golden Century which I think would be close to the best yum cha in the area but it does not open to 12pm so off down the...   More,57,16,36,Sydney  New South Wales,September 25  2015,2
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,gustee,Dinner after Work,Conveniently located in CBD  great selection of traditional Chinese dishes  friendly staff and prompt service. Decent portion size  would like to see seasonal produces and chef's special being better promoted. If travelling by car  restaurant can validate parking tickets. Thank you for a delicious meal!,5,6,0,Sydney  New South Wales,September 21  2015,4
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Gwenstyle,Dissapointing and overpriced,Dissapointing maybe because we wernt chinese?And we couldnt afford to get into the live fish or crabs!,67,9,36,Sydney  New South Wales,September 15  2015,3
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,PhilK049,Good Old Fashioned Chinese,East Ocean is such a large venue its perfect for large functions and family outings. The room is spacious and comfortable. The wait staff are friendly and attentive. The Crispy Skin Chicken is the hero of the menu...Delicious. Dishes are quite price not your normal cheap Chinese!,107,46,36,Blacktown  Greater Sydney,September 14  2015,4
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,gomozzie,Legendary yum cha,My family and I have been going to the East Ocean Restaurant in Chinatown for at least 30 years. It is still serves fantastic yum cha. We book a table for 12 and had an excellent meal with excellent service at very reasonable prices.,82,76,52,Sydney  New South Wales,September 12  2015,5
East Ocean Restaurant,421 Sussex Street | Haymarket Sydney New South Wales 2000 Australia,Star707,Terrible service  they have lost their mojo..,Almost every time we visit Sydney we head to this restaurant for a meal. Unfortunately it seems last night was our final visit. It wasn't great last time but this time it was terrible We sat for ages before any one took our order. The waiter struggled to understand us when he eventually came to our table  hence he botched...   More,419,759,224,Sydney  New South Wales,August 21  2015,2
